Name,Line,Sentiment,Irony,Hate
BENEDICT,Where's Ocean?,0.0,[ 2.0195055 -1.0739671],[ 1.1987058 -1.2100586]
BENEDICT,Open that door.,0.0,[ 0.70902604 -0.16492051],[ 0.6440959 -0.5657376]
BENEDICT,"Wake him up.

      The Goons step in, slap Danny alert.       At last, Danny
      recognizes Benedict in the room.",0.0,[0.15017848 0.3126095 ],[ 1.4298662 -1.4792663]
DANNY,"(a little punchy)
                   Heya, Benedict... How's the other
                   fight going?

      Benedict keeps his cool.",0.0124999999999999,[ 0.6167521  -0.24462861],[ 1.7715899 -1.9658271]
BENEDICT,"Did you have a hand in this?
                          (beat)
                   Did you?",0.0,[ 0.7150683 -0.3633345],[ 1.8394457 -1.8360802]
DANNY,"Did I have a hand in what?

      Benedict scrutinizes Danny: Is he bluffing?       He looks at
      Bruiser, then Danny again, and decides: no.",0.0,[ 0.299352   -0.02982479],[ 1.8094717 -1.8595071]
BENEDICT,"Get him out of here.

      As the Goons scoop him up and drag him out, Danny catches
      Bruiser's eye for just a moment. And barely winks.",-0.025,[0.3026126  0.11947491],[ 1.5272044 -1.5629336]
TESS,Hello?,0.0,[ 1.5538689  -0.66343164],[ 1.4267398 -1.4074689]
DANNY,"You get robbed or something,
                   Benedict? Geez, that's a shame.

      Benedict looks up, suspicious.",0.0,[-0.01367264  0.27498165],[ 1.7924193 -1.8732008]
BENEDICT,"Stop there.

      The Goons stop, spin Danny around to face Benedict.",0.0,[-0.8545771  1.1066705],[ 1.3136307 -1.3901685]
BENEDICT,"Where.   Is.   My. Money.

      They hold each other's eye.",-0.125,[ 0.37432748 -0.22094426],[ 1.4345332 -1.5003561]
DANNY,"What would you say if I told you
                   you could get your money back...
                          (beat)
                   ... if you gave up Tess?
                          (beat)
                   What would you say?",0.0,[ 0.947401   -0.73924977],[ 1.526645 -1.90104 ]
BENEDICT,I would say yes.,0.0,[ 1.6145332 -0.7987195],[ 1.039189  -1.0053829]
DANNY,"Well, that's very interesting...
                          (beat)
                   ... but I didn't have anything to
                   do with it.

       He grins.   Benedict sinks.",0.275,[ 0.1737385  -0.01758781],[ 1.7255703 -1.8194797]
BENEDICT,"(to his Goons)
                   Escort Mr. Ocean to the exit. And
                   contact the police. I would
                   imagine Mr. Ocean is in violation
                   of his parole.",0.0,[ 0.53955173 -0.21799102],[ 1.262801 -1.421836]
WALSH,Maybe we should have held him.,0.0,[ 1.3599135  -0.69281995],[ 1.5066129 -1.423694 ]
BENEDICT,No.   Follow him. Everywhere.,0.0,[-0.4906913  0.6412406],[ 1.4722253 -1.5756091]
BENEDICT,"Tess...
                             (as she doesn't
                              stop)
                   Tess?",0.0,[ 0.44229436 -0.13185135],[ 1.3929356 -1.5343591]
TESS,"You of all people should know,
                   Terry: in your hotel, there's
                   always someone watching.",0.0,[-0.78368676  0.85483027],[ 1.6367756 -1.6195824]
TESS,"Wait!

      They do. As Danny is handcuffed and prepared for loading
      in the back, he and Tess hold each other's glance.",-0.0625,[-0.39200073  0.658949  ],[ 1.7187376 -1.7106706]
TESS,"Danny...
                          (beat)
                   I'm sorry.",-0.5,[0.27061096 0.21146575],[ 1.9122083 -1.9125262]
DANNY,"I knew what I was doing.

      A beat.",0.0,[-0.02710358  0.60780644],[ 1.7092693 -1.6390008]
TESS,I didn't.,0.0,[ 0.70830876 -0.0426957 ],[ 1.4235268 -1.2456535]
TESS,How long will you be?,-0.05,[ 2.233912  -1.3311951],[ 1.9285309 -1.8639029]
DANNY,"(shrug)
                   Three to six months, I should
                   think.

      The squad car door closes him in and Tess stands vigil as
      it pulls away.",0.0,[ 0.8627113 -0.4577188],[ 1.7389175 -1.7424351]
RUSTY,Looking for someone?,0.0,[ 1.8973901 -1.159448 ],[ 1.6652533 -1.7320006]
DANNY,"Thirteen million and you drive
                   that piece of shit cross country
                   to pick me up?",-0.1,[ 0.2380753 -0.0786486],[ 1.2454243 -1.244403 ]
RUSTY,"Hello to you, too.

      They shakes hands.    Rusty looks Danny over.",0.0,[-0.11454029  0.3871816 ],[ 1.8113443 -1.8053805]
RUSTY,Your hair's grayer.,0.0,[-0.35885516  0.8809272 ],[ 1.2819108 -1.3474146]
DANNY,"Your eyes got closer together.
                          (beat)
                   How's life?",0.0,[ 0.5137885  -0.11451712],[ 1.7467769 -1.8572121]
RUSTY,"Life... is a roomful of pillows.
                          (beat)
                   C'mon...

      MOVING WITH Danny and Rusty toward the Mercedes, together
      again.",0.0,[ 0.8962262 -0.5900638],[ 1.7372321 -1.8678308]
RUSTY,Where do you want to go first?,0.25,[ 2.2910357 -1.4760555],[ 1.7185866 -1.787904 ]
DANNY,"To a phone.

      Rusty had anticipated this.",0.0,[-0.55435854  0.9297789 ],[ 1.6841005 -1.5520722]
RUSTY,"I stopped and picked up your
                   personal effects, put them in the
                   back seat.",0.0,[ 0.25611    -0.00838028],[ 1.8019449 -1.7837677]
DANNY,"My what?

      Danny gets to the passenger door and looks in to see Tess
      sitting in the back. She smiles at him.",0.0,[0.2356198  0.02901128],[ 1.6424779 -1.5719167]
DANNY,"(smiling back,
                           then)
                   I'm not sure these belong to me.",-0.125,[ 0.51125914 -0.15767008],[ 1.6763886 -1.7945788]
TESS,"Sure they do.

      Danny and Rusty get in.      Danny kisses Tess.   Rusty STARTS
      the CAR.",0.5,[-0.33602753  0.5192498 ],[ 1.2277447 -1.224987 ]
DANNY,We need to find Rusty a girl.,0.0,[ 1.5025507 -0.6516569],[ 0.5909642  -0.66110617]
RUSTY,"There's a women's prison just down
                   the road...",-0.1555555555555555,[-0.62720436  0.77324647],[ 0.41911262 -0.38386676]
DANNY,You said you sold this.,0.0,[ 0.52777725 -0.11653607],[ 1.6320193 -1.5762736]
TESS,That's what I said.,0.0,[ 0.7614709  -0.04293588],[ 1.3963867 -1.2897934]
DANNY,Liar.,0.0,[-0.32494748  0.8475387 ],[ 0.54121697 -0.45833564]
TESS,"Thief.

      As they drive away...

      ... another car STARTS its ENGINE begins to follow.   At
      the wheel: Benedict's goons.",0.0,[-0.17617448  0.41969478],[ 0.9491378 -0.9699398]
